title,plot,rating,genre,popularity
Suite Française,"France, 1940. In the first days of occupation, beautiful Lucile Angellier is trapped in a stifled existence with her controlling mother-in-law as they both await news of her husband: a prisoner of war. Parisian refugees start to pour into their small town, soon followed by a regiment of German soldiers who take up residence in the villagers' own homes. Lucile initially tries to ignore Bruno von Falk, the handsome and refined German officer staying with them. But soon, a powerful love draws them together and leads them into the tragedy of war.",7.1,Romance,popular
I Walk Alone,"Frankie Madison returns to New York after 14 years in prison. Noll Turner, Frankie's former partner in bootlegging, is now a wealthy nightclub manager, and Frankie is expecting him to honor a verbal '50:50' agreement they made when he was caught and Noll got away. Fat chance! Can Frankie, who knows only the strong-arm methods of Prohibition, win out against Big Business? It'll be tough...even with the unlikely alliance of torch singer Kay (Noll's ex-girlfriend).",6.2,Action,popular
The Infinite Man,A man's attempts to construct the ultimate romantic weekend backfire when his quest for perfection traps his lover in an infinite loop.,5.9,Science Fiction,unpopular
Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,6.2,Science Fiction,popular
Big Game,"Air Force One is shot down by terrorists, leaving the President of the United States stranded in the wilderness. 13-year old Oskari is also in that wilderness, on a hunting mission to prove his maturity to his kinsfolk by tracking down a deer, but instead discovers the President in an escape pod. With the terrorists closing in to capture their prize, the unlikely duo team up to escape their hunters.",5.3,Action,unpopular
Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",6.8,Comedy,popular
Flying Home,"Colin, an ambitious young American businessman, has a deal with a potential client, a rich Arab sheikh who is a passionate pigeon fancier. The sheikh has tried several times to buy a champion pigeon, but the owner continues to stubbornly refuse his offer. In an attempt to gain the trust of the Sheikh, Colin offers him a deal: if he manages to convince the owner to sell the champion pigeon, the sheikh will agree to do business with Colin's company. But when Colin meets Jos, the grumpy owner of the pigeon, and Isabella, his granddaughter, he realizes that this mission will not be as easy as he had hoped.",5.9,Romance,unpopular
B+ Jing Taam,Mysteries keep revolving around Tam’s life.,6.5,Action,popular
Midnight Special,A father and son go on the run after the dad learns his child possesses special powers.,6.2,Science Fiction,popular
The Gunman,"Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa.",5.5,Crime,unpopular
The Disappearance of Eleanor Rigby: Her,"Told from the female perspective, the story of a couple trying to reclaim the life and love they once knew and pick up the pieces of a past that may be too far gone.",6.6,Drama,popular
The Disappearance of Eleanor Rigby: Him,"Told from the male perspective, the story of a couple trying to reclaim the life and love they once knew and pick up the pieces of a past that may be too far gone.",6.6,Romance,popular
Escobar: Paradise Lost,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",6.1,Romance,popular
Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,7.3,Action,popular
Unfriended,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. A first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead. Told entirely from a young girl's computer desktop, Unfriended redefines 'found footage' for a new generation of teens.",5.5,Horror,unpopular
Master of the Universe,"He was one of Germany's leading investment experts with an income of several million Euros per day. Now, he sits on one of the upper floors of an empty bank building in the middle of Frankfurt, overlooking a skyline of glass and steel. And talks. In an extended mix of a monologue and an in-depth interview, which is as frightening as it is fascinating, he shares his inside knowledge from a megalomaniac parallel world where illusions are the market's hardest currency. Marc Bauder's 'Master of the Universe' is based on meticulous research and provides us with geniune insight into the notoriously secretive and self-protective 'universe' of which our nameless protagonist experiences himself a master. Where other films on the financial meltdown have focused on the epic nature of larger-than-life business, Bauder probes the mentality that made it possible in the first place. A tense drama where psychology meets finance - two things that are more closely linked than you would like to believe.",6.9,Documentary,popular
Backcountry,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.,5.8,Horror,unpopular
Muck,"After narrowly escaping an ancient burial ground, long forgotten and buried underneath the marshes of Cape Cod, a group of friends emerge from the thick, marshy darkness, tattered and bloody, lucky to be alive. They have already lost two of their friends in the marsh, presumably dead. They stumble upon an empty Cape Cod vacation house alongside the foggy marsh and break in to take shelter. Whatever was in the marsh is still after them and soon after one of them goes for help, the rest of the group learns that the evil in the marsh is not the only thing that wants them dead. Something worse, something more savage, was lying in wait just outside the marsh, in the house. What happens next is unspeakable, horror that cannot be unseen. These unlucky travelers spend their St. Patrick's Day trapped between two evils forcing them to fight, die, or go back the way they came.",3.5,Horror,unpopular
